C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
0.7270229095,0.1154639443,1.4461450967,0.8695288565,0.0184212464,0.0797856184,0.7381978431,0.1429005072,0.9644566063,0.7337400729
0.2728759349,0.4753345423,0.8232945424,0.6996903199,0.4408268337,0.2163074909,0.6232073278,0.3383125297,0.8877395955,0.7660716254
0.8094318122,0.224931646,0.7313861612,0.9851015239,0.2163116793,0.0149823636,0.2574966292,0.7395206983,0.9000431787,0.9626024245
0.4593577428,0.5278310103,-0.5715249291,0.7300583335,0.7935559011,0.822370026,0.1680066094,0.80675077,0.0232392408,0.1042719085
0.1683491945,0.893024455,1.2434437614,0.0687315852,0.8602784969,0.6838986923,0.782156124,0.5021960165,0.0691746447,0.9952832536
0.3083775192,0.286351815,0.2166630818,0.8003596613,0.5291936344,0.1983325095,0.6316540628,0.3586655737,0.2529579902,0.5282269329
0.4956179503,0.447522499,0.4042638443,0.597354678,0.7037876996,0.3072608057,0.8763860803,0.2558954819,0.0863093537,0.3503792678
0.8301126294,0.900986551,-0.0581031022,0.3865254387,0.3704193007,0.1693757986,0.347970744,0.7304228854,0.2005008725,0.0279863311
0.1344902273,0.6523168141,0.9717110602,0.0200220696,0.273362849,0.1493643239,0.9675289513,0.3248328961,0.2905412965,0.5950060151
0.3757692817,0.9677384489,0.3011566442,0.7804238692,0.7375057691,0.1532273213,0.9230442724,0.4073255399,0.8533420064,0.041731433
0.9167545418,0.1531532808,1.7428571156,0.8652932391,0.0557023316,0.4336023219,0.5102086382,0.1052137202,0.9526056818,0.0202683067
0.1027429295,0.9575340866,-0.4453925809,0.6172882051,0.5626514629,0.8760080982,0.9791112464,0.2109976951,0.871188316,0.6919165393
0.5713804423,0.5440426704,0.6198253011,0.5849579881,0.0735818719,0.6434408082,0.5795995826,0.2083726869,0.1248334453,0.2369599171
0.3779371541,0.5643024495,-0.7001598571,0.440041085,0.0601395852,0.1497805735,0.5971995217,0.9463013337,0.0723372059,0.6508497374
0.9187523386,0.3477540724,1.0709987011,0.1951568163,0.3344955657,0.8492362941,0.5030192592,0.9757631564,0.3134631682,0.1967251951
0.1198208175,0.429002515,-0.1929218084,0.5487959185,0.6889730027,0.8630041093,0.4860627849,0.5025711184,0.7211789224,0.5817902404
0.8963853079,0.9926617018,1.0609840671,0.8831346218,0.3210825067,0.5281066207,0.4047990122,0.970806971,0.170895843,0.4329063019
0.883945591,0.9889013815,0.7955445329,0.9819797245,0.3172816242,0.8012348309,0.1310491368,0.2564566345,0.6817868004,0.2600437357
0.5004414557,0.1761714687,-0.0859491139,0.8538695655,0.7989259515,0.5786581264,0.1186757652,0.9736525964,0.7799167287,0.4654335569
0.9004586211,0.9059989193,0.7696030092,0.983170197,0.5287109721,0.1042529459,0.9803511474,0.1941458343,0.3831104411,0.5884203238
0.8874336588,0.7470538239,0.1965478242,0.5739857145,0.0978400511,0.508530343,0.0657505746,0.345179607,0.8296809921,0.1505927681
0.8547286719,0.2243601004,-0.1177309833,0.9485061178,0.6167781647,0.1252158884,0.960128309,0.0437783967,0.0530264126,0.9282865773
0.467879184,0.7209161992,-0.3073693929,0.212132026,0.4204372368,0.6148551253,0.4209775934,0.2660107936,0.7645589128,0.0576389162
0.5582880263,0.6879809054,1.7494613609,0.1751714952,0.6260520818,0.7508970202,0.517436564,0.7721399373,0.8419095192,0.6949279486
0.7846376229,0.2110511625,0.8615913945,0.9099591002,0.0303879769,0.0508821013,0.2294083567,0.0028578946,0.4750842656,0.7014676718
0.6472246108,0.3790274614,0.6700173757,0.8718542502,0.6168277913,0.1986765662,0.8545337541,0.8940770397,0.3701045952,0.5657984223
0.1401496782,0.7479102127,1.4566669428,0.6836464523,0.6467562914,0.0318585969,0.382870338,0.7943652385,0.1516908669,0.0884744235
0.4449190302,0.3868292525,0.3663179726,0.8052457765,0.4661996786,0.270433913,0.8143675473,0.2124338696,0.3244558066,0.0523528393
0.2963245383,0.6520153133,0.609460084,0.3434461707,0.4351608074,0.7760599443,0.3418838663,0.2959854806,0.846227042,0.6790205044
0.277208598,0.7324765412,-0.11758115,0.6787132079,0.0521945701,0.6261958295,0.9199336581,0.3477551287,0.0017757517,0.5485421693
0.4865685913,0.1853966918,0.0394686427,0.1218587589,0.446932715,0.6895593425,0.7655181669,0.4707070032,0.0961018859,0.625407634
0.9879038218,0.4094955027,-0.4847330544,0.2344973598,0.6936302446,0.9673039777,0.6653801627,0.9307212839,0.9848134601,0.3278357637
0.4601953658,0.1444236797,0.9475036172,0.46691463,0.6602109872,0.5134436833,0.3882830493,0.8801586758,0.627160649,0.3028810398
0.593930902,0.5807055409,1.6993315542,0.0815511935,0.5969696635,0.9815760793,0.2505179838,0.7696018436,0.350045188,0.6800748909
0.2246202194,0.2715903402,1.2466793675,0.1357956568,0.2589446729,0.7778870853,0.4183977954,0.1173806689,0.8329546332,0.4600077136
0.8807066858,0.6334760201,0.8902101134,0.1479416806,0.66862341,0.4086762279,0.3796923988,0.0263752147,0.1857200576,0.4019422391
0.6003626809,0.3954683077,-0.0384209938,0.7190143063,0.9245995339,0.707577946,0.8018514712,0.5551250696,0.0520343768,0.2240057802
0.9737683282,0.6442973038,0.5933798232,0.2882272761,0.0285120252,0.8055326615,0.4883142219,0.2481409821,0.5604283835,0.9508589763
0.088618511,0.9873093616,-0.0366614296,0.6430204095,0.5791586168,0.3468688693,0.0431689501,0.1668206468,0.9564479805,0.1095532038
0.2519074506,0.5585900079,1.133647534,0.1191495652,0.5654643514,0.2176209308,0.1839065074,0.517735841,0.0725301329,0.5903288688
0.9423103804,0.9209590995,0.7763187315,0.598996287,0.7155500059,0.9107249476,0.0539522331,0.2443114219,0.9020911092,0.7027253472
0.3754489073,0.0383472894,-0.5915522064,0.3662253716,0.8300498208,0.4463713724,0.8020825643,0.4748801592,0.4527200214,0.9718944241
0.6909976339,0.6017446775,0.2419323342,0.9904262733,0.582346016,0.3997454007,0.1369281916,0.7982891008,0.3563748657,0.8845697934
0.191843152,0.9695157881,0.4074193823,0.4624022831,0.9041951819,0.4155843406,0.6808470301,0.1856718763,0.4375685686,0.5698362222
0.8003565404,0.3923631507,0.0673662637,0.0976054431,0.5934937134,0.1655167992,0.6448781884,0.0232454089,0.445424276,0.0841215508
0.116011181,0.3195716272,0.4710962967,0.5089770901,0.8235255396,0.0159013579,0.0890438369,0.9258796123,0.9109501498,0.7925416753
0.1413014302,0.9026860623,1.1689146605,0.1425321024,0.3416230827,0.08823827,0.7845541896,0.7561520942,0.8893881238,0.8242089894
0.5471186506,0.6757667153,0.6110362316,0.9777348223,0.8775181566,0.9970573421,0.1373259151,0.7174623971,0.5808575516,0.1002257751
0.6359897068,0.3596003111,1.2943045698,0.6746773555,0.0764231856,0.1844761292,0.1852257263,0.502443917,0.7112505331,0.664149031
0.5245109974,0.9238578493,1.0070504846,0.2691238467,0.1596199045,0.9994321815,0.523982275,0.6963789537,0.7573390193,0.0516621859
0.8623555614,0.9569386444,0.1726388617,0.7621394054,0.9295940603,0.0422252215,0.2052044522,0.5678648307,0.90573207,0.9234484461
0.2068938208,0.2092634883,1.7803062969,0.8397521065,0.085429835,0.7015566004,0.5852400478,0.0744919989,0.9874373357,0.4501603064
0.7004880305,0.9692542726,0.6636322844,0.3919905896,0.127510935,0.3669629151,0.0085351652,0.6720979285,0.9875223037,0.3651103657
0.7095904236,0.3866231479,0.4877228691,0.5472003915,0.0084908052,0.6065554756,0.9328046273,0.0237909747,0.8274437015,0.0567118665
0.8487700355,0.0523276166,0.1205294814,0.4896561369,0.9251430048,0.8904944174,0.4746245646,0.2597182654,0.9523934383,0.3544146063
0.199581032,0.4543875994,0.2531210552,0.9328611335,0.3223922503,0.011512733,0.46357107,0.3949464851,0.1620099792,0.1596607277
0.4215198164,0.7441480047,0.2638969202,0.7444955558,0.6537378294,0.8591444345,0.2881278608,0.5238925284,0.5840252403,0.1205401783
0.0373746454,0.0986958955,0.2846665528,0.7541055955,0.5926152673,0.7785132873,0.8514256195,0.8751913748,0.5623228334,0.4371799588
0.9498337807,0.8096028417,-0.0157385936,0.3650872387,0.624732155,0.5849132464,0.6427834255,0.9545335477,0.3300701652,0.3186990878
0.7945639032,0.0613759866,0.8654680311,0.3935697452,0.8753234469,0.2493877179,0.8032708301,0.286642552,0.8883926242,0.4011547337
0.1709630185,0.9677709167,1.5303307701,0.3238616665,0.3383165029,0.0588743038,0.9445481707,0.3795575317,0.7126756176,0.5072481812
0.5577646363,0.992038222,0.0629754959,0.1018584826,0.782223905,0.8783067683,0.545889747,0.9725039198,0.9384291922,0.4767742746
0.627027446,0.3207194179,1.0120570211,0.1306374983,0.5627300632,0.2272606158,0.5454482967,0.9278723919,0.6940522275,0.7583609181
0.4607742062,0.1511443539,0.3335386893,0.9847603085,0.3854165968,0.2733188865,0.7626804882,0.0653197698,0.5142744749,0.7373654281
0.559970011,0.7258341326,0.6939626214,0.695354775,0.0759826299,0.1949055528,0.72474396,0.876252844,0.8025528653,0.9562167174
0.5400448954,0.4724789984,-0.2058507386,0.4195210687,0.3341689043,0.4812999778,0.7159271496,0.2819011814,0.9670717241,0.0930109786
0.0357935515,0.5693835679,0.0337360669,0.1020678267,0.7822059971,0.7161362053,0.9686662942,0.7979650395,0.5580535847,0.4003758288
0.9724408957,0.2581026995,0.7282339335,0.1973545759,0.702773118,0.6778148458,0.658044799,0.3501682009,0.6010298872,0.5166712899
0.9473439673,0.1972701493,1.8932434224,0.7723773283,0.2577668379,0.8686522004,0.7100963001,0.9856499584,0.6892732795,0.8242438105
0.4828265333,0.1207274868,0.5680235955,0.2398012395,0.996668337,0.3569258271,0.0816819575,0.3035102255,0.3126719447,0.7033754607
0.2118690215,0.3204185043,0.9655397591,0.4033906903,0.6657915429,0.6807740843,0.4667196661,0.5294400032,0.3852301651,0.5126156285
0.1720511292,0.6772534867,0.6772204253,0.651544009,0.3200619698,0.5945040151,0.5018473076,0.4410612878,0.4238475677,0.495201176
0.4185807818,0.3582807927,-0.429980591,0.5325732697,0.1606489466,0.7367519845,0.167635664,0.276579108,0.8966306586,0.714667839
0.4486987294,0.1682906695,-0.0796146655,0.1567330423,0.1252206997,0.6862022745,0.5621388864,0.4633344156,0.8026726764,0.8939780351
0.6043970786,0.1264176537,0.4504034059,0.6221866939,0.0356242859,0.8492520796,0.0569741409,0.8420726086,0.9320633304,0.3090095873
0.9015407102,0.3828392446,0.4922215042,0.4527671868,0.9098940065,0.1576639059,0.4611068687,0.070907634,0.3591935333,0.5298111515
0.0954709329,0.8655781217,-0.0847912246,0.1352213955,0.7375350655,0.8339729665,0.0972579697,0.8703688918,0.6630003969,0.6982051894
0.3405616731,0.5215173821,1.2325601719,0.6159636865,0.1590856636,0.7951187542,0.2938144248,0.5313715029,0.7318390022,0.8896366616
0.1912013374,0.0933178299,0.3659230529,0.3617688594,0.6620524891,0.2105025306,0.2191409942,0.4331521849,0.6484847979,0.1573612882
0.3949567216,0.4680328066,1.6218055846,0.646874151,0.2103264777,0.4502352608,0.5784388131,0.4517318133,0.1546335784,0.3472228009
0.2699439226,0.5187505099,0.1469466362,0.3717096728,0.1742873051,0.3885449872,0.0474813431,0.1835140458,0.4558235447,0.5038780367
0.7844671194,0.1548453543,0.8440105562,0.366559448,0.2930783671,0.2005537884,0.3095669795,0.2682293202,0.8998255328,0.3135761472
0.9360177584,0.5709380061,-0.0272832899,0.7416166166,0.2826938136,0.0726938229,0.1118253775,0.1457005759,0.2315628154,0.6153637383
0.9893129639,0.6186406733,-0.4946535832,0.814425177,0.0038895029,0.2782521705,0.56059913,0.014538797,0.4402988148,0.4619851535
0.5208771259,0.3667260759,1.8167728307,0.9092044252,0.6830750276,0.3657864666,0.7732598247,0.604063535,0.4645578795,0.3252038944
0.9065938357,0.2360663543,0.9137224371,0.0266695712,0.5497104724,0.8322925056,0.0545675311,0.8599194606,0.3498064608,0.1448903822
0.1445205281,0.3325382706,0.24492254,1.8376248087,0.6902414023,0.9141573339,0.9109047343,0.5415739195,0.0767346422,0.9093699035
0.918963354,0.9875555341,0.596427954,-0.1556973932,0.5605250636,0.4606568233,0.3905289913,0.2295264083,0.8804804438,0.5960571854
0.2960655622,0.5388376504,0.8020733992,0.2972019679,0.4256874767,0.063724905,0.4683425798,0.5205609671,0.9514617247,0.3066148287
0.7392263584,0.5268339444,0.8573654552,-0.0541571395,0.0808558927,0.4486722345,0.2375753707,0.3692831909,0.5567223142,0.6248229238
0.8920452039,0.0257060102,0.1160233818,0.9230007683,0.1980306084,0.7323204853,0.2633884306,0.4242848185,0.5740159338,0.1905636003
0.8123372935,0.2918775374,0.2052763245,0.1281720531,0.333129696,0.9194434738,0.4037541097,0.9205566139,0.1367267482,0.139543417
0.6484167235,0.8469452946,0.3285023198,-0.2655701873,0.8339839439,0.7348857862,0.6071898861,0.8833160044,0.7437686778,0.8546267454
0.1355481054,0.1363879665,0.2792401117,0.5858171707,0.0796868941,0.779476702,0.7068211186,0.5174082139,0.260121014,0.5742712155
0.2025563457,0.7982222597,0.7194700045,0.713595425,0.0624643796,0.434496302,0.7020672738,0.7393085655,0.0406209476,0.35309207
0.7879440964,0.6244003516,0.4224843823,-0.1124064664,0.0144057674,0.92413859,0.7614211811,0.3734101292,0.935524744,0.6018802536
0.7534469952,0.65408003,0.0332596128,0.2033253124,0.4877149935,0.234748903,0.1702282085,0.8134276959,0.1540341256,0.9766084011
0.9429233589,0.9451398958,0.7742584829,-0.2452880724,0.100755501,0.5032686284,0.8061666377,0.092351451,0.5620519669,0.0932411541
0.0911291658,0.5872532251,0.9142883121,1.0385270714,0.0143812199,0.9730687645,0.5061313046,0.3120229308,0.3873503735,0.9208215955
0.3607689408,0.6360999929,0.5774695609,0.6999562242,0.3352737104,0.4805637669,0.3996024847,0.457246269,0.0659928566,0.0456114509
0.9168397792,0.2164856605,0.3171798619,1.8945950224,0.7477123894,0.3120445977,0.2038136584,0.8748143616,0.8342143889,0.882346048
0.1579963645,0.7338818917,0.0128343266,0.3005401942,0.188951291,0.7824324998,0.7379374813,0.7352155305,0.6569349762,0.5794018563
0.1129575147,0.8581575482,0.5508711331,1.3053335853,0.7351579611,0.6599569054,0.4852741966,0.3953594265,0.5808007314,0.3446255137
0.9053202396,0.0462999221,0.8186234511,-1.0621478034,0.3343422168,0.0894646062,0.1307511948,0.8290465276,0.323784432,0.7082713074
0.6266994808,0.6688649457,0.8951931998,2.9290243432,0.8840307668,0.7561897487,0.1278171314,0.7067524251,0.4591999637,0.754579501
0.9662865471,0.2808090153,0.2747957199,0.5824641202,0.059845062,0.3868386823,0.0490025076,0.4925451601,0.6382172132,0.7717278144
0.0719470483,0.1061642329,0.7854753288,0.1519651355,0.4103752697,0.4191292079,0.0690188793,0.2431975442,0.3217334168,0.7456933615
0.7439009861,0.0517761095,0.1856979097,-0.0062062263,0.3140952138,0.8848657057,0.8835465229,0.9673173057,0.8018550643,0.8588228305
0.9837217165,0.2266328516,0.1429825645,-0.3602482755,0.2515904925,0.8009868405,0.6102284771,0.279234248,0.5592816457,0.5939602559
0.8336110101,0.8039365093,0.228923043,1.2651936955,0.6254582691,0.7390478928,0.6386132105,0.2826073624,0.4578594468,0.5010087953
0.84941124,0.8359604967,0.9866655945,0.5029664122,0.8427227001,0.9439117675,0.8864078742,0.18505345,0.0131822254,0.4625177125
0.3090613978,0.3661232852,0.2198852457,-0.453021256,0.170046436,0.0477409685,0.7655393304,0.1546652596,0.33474576,0.454790203
0.8252122832,0.0348572954,0.3980910076,-0.2175618628,0.424794421,0.2435565488,0.2054565689,0.893715044,0.4722654655,0.9147602426
0.7040525974,0.8257249002,0.320814029,0.5962937684,0.1854347579,0.0576000558,0.0153287459,0.8233160715,0.7502296385,0.6915703741
0.1763871645,0.7251529812,0.8329784343,1.6142356502,0.8623325767,0.249355009,0.1583550528,0.9824887092,0.3746534282,0.0730976459
0.0526269829,0.281137066,0.175953992,1.0658258594,0.3684051057,0.0509379566,0.8678184805,0.2446028343,0.7791516264,0.2523379669
0.4724285687,0.6886982461,0.7390683404,0.8471823223,0.6137808902,0.8551951615,0.477546801,0.1574286449,0.9966880464,0.5434374403
0.3523555625,0.5806710763,0.1366598765,0.0596699531,0.1787871259,0.4790334068,0.8594531568,0.1213186383,0.0884279147,0.4759292175
0.9553144648,0.791822882,0.2137754295,0.4156646831,0.6682406792,0.5405880287,0.2806185966,0.6822355629,0.4855297589,0.3890938225
0.4074848959,0.6390358822,0.7338093635,0.6379306987,0.3761158766,0.0110215448,0.0756443103,0.1778245856,0.1231163798,0.167056949
0.0785689985,0.1425385822,0.7320681543,-0.0138469121,0.658608112,0.7321358955,0.0258275109,0.2971474751,0.3324663952,0.5504840635
0.4630446032,0.2868185113,0.0216494691,1.3810392953,0.1228350616,0.0246310578,0.5577637889,0.579770076,0.2537616998,0.5077412598
0.3002972511,0.9069042524,0.7142002477,0.3103321269,0.0364287923,0.2800036239,0.5622697835,0.2718552267,0.8737978102,0.9001151335
0.7733503356,0.7576677504,0.3461062313,0.7307287667,0.5317071862,0.9236786366,0.2749722643,0.2493274187,0.3820128521,0.2349746582
0.8838372042,0.3236335444,0.256375664,-0.2697149624,0.7775480042,0.3367333916,0.5580346529,0.4722072185,0.8064495698,0.7805537284
0.0642281765,0.9585854506,0.0491018361,1.3599618956,0.253648285,0.5444940356,0.2689105939,0.1465782212,0.2680354087,0.688283085
0.8098958544,0.9188713947,0.7903486264,0.4834849177,0.0379122453,0.8292808853,0.2026954748,0.1908165115,0.5054759843,0.2840117337
0.1940241002,0.1604170501,0.0040489138,0.6929713221,0.1862020315,0.8415525377,0.2520165625,0.070130925,0.8615401949,0.4813156186
0.2943598061,0.2709873837,0.7986673527,1.4460376627,0.0318001157,0.1133790453,0.9147547069,0.1968121182,0.6977215056,0.5366843375
0.5309595618,0.9510051515,0.1600590621,0.7978879465,0.4262522641,0.3193910815,0.2507185135,0.6954113233,0.2635141053,0.557839691
0.7123711515,0.9912304029,0.2222066574,0.2470476758,0.0245935246,0.066666607,0.2395872989,0.1532016294,0.1756280676,0.8929953478
0.12119139,0.4283464548,0.2552710604,-0.355850405,0.4404156406,0.1168516302,0.2714798135,0.0159868708,0.6462891069,0.3687956204
0.5933378671,0.0312999027,0.5403739267,2.345573364,0.161319335,0.7284940821,0.7390632377,0.5880818716,0.2011382797,0.7215035434
0.4911947851,0.0944171975,0.922955576,-0.1313625603,0.0330502488,0.8299372766,0.6347257113,0.0085170873,0.7468665489,0.5457550274
0.4305314117,0.4925665712,0.0696073792,0.2347992447,0.1611105918,0.9356009184,0.3810333763,0.7978171177,0.853605067,0.5756029294
0.4186007852,0.6141800407,0.7656961284,-0.3061335351,0.9582849294,0.6758044261,0.7888016062,0.7103492826,0.1069960562,0.2677405716
0.2656635447,0.8612071961,0.1533380987,-0.5628376969,0.0450839386,0.1802365853,0.3065268219,0.9189970617,0.1974647872,0.141624043
0.6167990798,0.1038447352,0.8991118613,1.8525970693,0.0553598217,0.3130051669,0.5686427704,0.3134099798,0.4510872461,0.1215339502
0.8018075961,0.924407947,0.1504013153,0.4914579381,0.7076665975,0.9676859379,0.3467435613,0.3973075679,0.9931662763,0.8009642048
0.5505017891,0.436053303,0.5815369545,0.6658027913,0.1454444526,0.9180083844,0.0027554049,0.7500099036,0.8104283308,0.5670792778
0.3713353678,0.5086747644,0.4660291736,0.8544504564,0.5440127758,0.2510970925,0.8832742782,0.874344419,0.0346093762,0.7410064612
0.4627188035,0.9287375768,0.0421835886,1.3341943305,0.8756585152,0.1168733176,0.6640191531,0.3147413772,0.7633435394,0.6442674417
0.6589102793,0.9239226512,0.0102318621,0.0681559404,0.5918351951,0.4411613043,0.5866024533,0.2299404612,0.6823876764,0.8145302567
0.7195079109,0.9035265414,0.5181005094,0.5585338168,0.4480849313,0.2409478542,0.9869495333,0.4491862522,0.4629119382,0.6282670804
0.1383568572,0.4762828803,0.0658967802,0.6951883963,0.8958742615,0.0353473789,0.8636330457,0.9829594098,0.9668375723,0.2448875302
0.2293493141,0.8464562231,0.9083304949,1.1057966065,0.1470774495,0.5394690669,0.9842548247,0.0581754531,0.6668884669,0.3687856074
0.7273971208,0.336475803,0.4597515226,1.7079913286,0.5465939288,0.9854635942,0.0191591904,0.2460506227,0.7787741522,0.4733645933
0.5715920173,0.1191783289,0.7788221176,1.2768160855,0.6491993191,0.3784318165,0.952264715,0.8514825714,0.4218345182,0.773455
0.9624049391,0.2052782008,0.4630163242,1.616475752,0.1489113216,0.5633452258,0.8538645779,0.9310083768,0.2474786225,0.0679418373
0.5662929725,0.396817555,0.7087513345,-0.1836465681,0.8418776143,0.7881638824,0.3871965026,0.7648507638,0.2416254147,0.6343258773
0.8287070173,0.7173293442,0.0178108916,-0.2516849403,0.2373453697,0.1231112552,0.7383262472,0.3457030843,0.8517494821,0.4842938027
0.969708684,0.746166036,0.9909609254,0.3580364067,0.8176429517,0.7114295868,0.7869874294,0.6390264806,0.8690257592,0.8947267589
0.2984060275,0.0616469758,0.6559989316,0.0558387141,0.344540691,0.8659875828,0.814822602,0.8487480744,0.1255217575,0.3686658254
0.3101165258,0.7052179202,0.3973645138,1.172601721,0.582089012,0.9349307927,0.8969098392,0.983015739,0.0306062945,0.7351364506
0.1906935417,0.3922761152,0.0180965695,0.4747585762,0.3524441894,0.4520705223,0.4734744445,0.9249537137,0.837706116,0.9996605094
0.2525787304,0.0354604142,0.3336463373,1.1384518954,3.90767210878273E-006,0.4607585093,0.3973743764,0.8542171907,0.9557385467,0.0729843195
0.5082592699,0.8540995055,0.8132093427,0.9888395111,0.289366372,0.1751433387,0.3538967687,0.2071456228,0.1576316225,0.8165425369
0.3543800236,0.34829496,0.0537970584,0.5455800338,0.4931875384,0.2572757485,0.9208198584,0.0176842562,0.9986898833,0.3523180535
0.2624162316,0.3837571077,0.7118908253,0.5680234014,0.5897553714,0.914921923,0.9562748044,0.3451566171,0.8020541649,0.9131160668
0.3414585833,0.3660322135,0.3294728877,-0.6797901024,0.8361003217,0.2033048666,0.5286104056,0.541904037,0.1010237733,0.8030696134
0.5892981202,0.368737041,0.3106550276,0.8317268,0.7928809816,0.339686206,0.2653931221,0.660937194,0.3144953121,0.9793667047
0.6871243874,0.6787845172,0.7954766062,-0.0759859094,0.1156303694,0.1532052627,0.551263955,0.6196646835,0.3847825701,0.7123398139
0.8059260211,0.0920190316,0.4310698469,0.4093529132,0.8360275577,0.8755609778,0.2470520352,0.6330886723,0.0982175252,0.741836174
0.0352578617,0.9670885018,0.1725989439,0.2388341295,0.0259913623,0.4669351801,0.6845985869,0.5184464835,0.153612317,0.035969026
0.849682711,0.0663057559,0.5524804549,0.3277917427,0.1896109359,0.9517869293,0.458542149,0.0311493119,0.3340460275,0.2351790795
0.999168303,0.4451743762,0.3325048782,2.299000917,0.3592658028,0.8975954516,0.8946033011,0.3420742058,0.4805288204,0.8300477144
0.1950062088,0.6101266619,0.7631537329,1.8072886478,0.6063720974,0.5298308536,0.5040789423,0.029230822,0.5152821027,0.6817379141
0.8431561711,0.8635268612,0.17431232,0.4088748946,0.9797096803,0.2539822417,0.4847477513,0.4789899652,0.3119883624,0.2694536893
0.0197673825,0.655325501,0.8408208678,-0.5733105592,0.8130944422,0.1244135027,0.4836143378,0.6328013874,0.6539915104,0.7665805053
0.1659793993,0.6169523269,0.0651230743,-0.0722415478,0.0920784169,0.8676780087,0.3563898414,0.8054579881,0.2560141928,0.2926173306
0.7893082973,0.94715261,0.7341660247,0.5595762913,0.9878976914,0.5133987364,0.6411543553,0.9673667821,0.7140093735,0.2787215178
0.7044506881,0.2610265329,0.841097447,0.8876439929,0.3553569911,0.2542556613,0.510747371,0.9396088029,0.0026535111,0.7552867442
0.9197387266,0.0363628688,0.2594727632,0.0776792218,0.4173421074,0.0038561925,0.3853697926,0.8773228805,0.002095897,0.3596902597
0.3152969629,0.8021650197,0.5196130495,0.8801935645,0.5325803255,0.8109116018,0.7393070362,0.7502167376,0.8571529528,0.8070262145
0.6625445469,0.9524937266,0.8469144645,0.3709300293,0.3530749106,0.7240107414,0.0483442241,0.5971967572,0.7746724365,0.1860521897
0.2725513479,0.7230610385,0.1274330274,0.8491770824,0.5638042817,0.4992835398,0.7069231953,0.2727476505,0.0783383508,0.7532649536
0.8928027531,0.7198875425,0.9834989858,0.6750027734,0.4291674745,0.5879616115,0.063616816,0.5407781828,0.2982468313,0.478714233
0.1734348618,0.6484726318,0.0083252689,0.8394580722,0.4823456509,0.015336884,0.0951968877,0.037741218,0.7433053598,0.0462125533
0.0513118916,0.3712909659,0.7140347267,0.6322193473,0.4111982838,0.3218602937,0.086577084,0.3735781364,0.4972765954,0.5565323755
0.2083653993,0.551617087,0.8236563776,0.7919476367,0.3404635783,0.8700405844,0.8680175844,0.9886873086,0.7503092923,0.9105644584
0.8023509619,0.3144768339,0.7584377056,0.6984507682,0.4258834378,0.8936061378,0.3937417946,0.2971771597,0.7398433816,0.9560484744
0.2384255091,0.8271123289,0.6859662358,0.8319924367,0.2990844847,0.2760540431,0.1075693903,0.1313662548,0.7689412237,0.3902677604
0.5537262369,0.2036290106,0.5412076077,0.5228222046,0.4146294391,0.8046404328,0.4078632106,0.828042797,0.3129534862,0.7790091814
0.8975244258,0.1855384827,0.2499426775,0.9314095135,0.4082401906,0.2848425699,0.1050921507,0.2288862334,0.7813518056,0.7499906575
0.3806620722,0.6472599021,0.0349633059,0.8158715333,0.4564610073,0.6182710316,0.738320146,0.4532074079,0.6332833695,0.294099938
0.2832422163,0.8769432816,0.3651069039,0.7677495298,0.5789013626,0.8714782578,0.0245966648,0.1731059217,0.9279320761,0.078838658
0.8814772135,0.2697978444,0.4074594579,0.0494738079,0.4625139009,0.4126381348,0.238182717,0.4461983405,0.9301199793,0.9949923608
0.6990906946,0.9128955353,0.6000608075,0.2086055882,0.1557456481,0.2818480747,0.8457379726,0.7726311566,0.5959016623,0.1878371827
0.6523842182,0.1229429319,0.7248163077,0.6223906807,0.3650113324,0.3932496298,0.6108089359,0.9464713355,0.8700070192,0.5144235975
0.7042641816,0.3902738439,0.667908137,0.1549874131,0.2988007331,0.226374305,0.1527716,0.6206129741,0.4983402314,0.5510443131
0.3165876073,0.9397352841,0.1264783317,0.1534597694,0.2894492078,0.8043149815,0.9218637175,0.3031542688,0.8063880988,0.28150215
0.2127359382,0.1125558755,0.6033572651,0.5142676711,0.2111670339,0.4656899428,0.7178088434,0.6931267755,0.2134309504,0.1646273568
0.6535466892,0.4470161748,0.5756544155,0.8038384076,0.4679265255,0.2439919282,0.5116620883,0.5117011355,0.0879991245,0.5213381753
0.8752593764,0.796770172,0.6915840852,0.0714265747,0.3317793345,0.4176697037,0.2919224785,0.3975813688,0.6337910016,0.4187149567
0.7628536006,0.1867225997,0.8942812227,0.7821152105,0.2005786251,0.2358563689,0.9227678743,0.5732508331,0.8431945424,0.7701194688
0.5545576426,0.7904297628,0.2453424835,0.6718396554,0.2438047234,0.6930832582,0.896137319,0.972616401,0.6240959551,0.8513305185
0.1693181746,0.6574981619,0.7211210225,0.8313857343,0.1742826319,0.4227646479,0.6144911142,0.664868584,0.4607111136,0.1057213606
0.4604593272,0.3997574362,0.6288455782,0.80737089,0.5021938754,0.9008270288,0.5406964625,0.7341519455,0.0277372415,0.5183557729
0.7778387382,0.2678090693,0.9583054512,0.7435626083,0.2073926745,0.5307756237,0.1256094444,0.8988359679,0.3381142127,0.5677911088
0.8083111846,0.3485314823,0.5840195022,0.7508661539,0.1781232353,0.7557410131,0.3055751918,0.4801286614,0.8915893133,0.5325238543
0.9553856377,0.6106339884,0.383945422,0.079387999,0.2441474615,0.5665379152,0.5562076112,0.0857869726,0.4855030495,0.0090592909
